Topic,Tag,Tweet,Replies,Retweets,Likes,Quote Retweets,Sentiment Score,Sentiment
RIP Bob,Tech,"RIP Bob McGrath, 90, well-known and beloved from SESAME STREET.",0,3,35,35,0.5106,pos
RIP Bob,Tech,RIP Bob,0,5,63,63,0.0,neu
RIP Bob,Tech,I grew up on Sesame Street and this really makes me tear up. Although he was 90 you never really think someone can die until they do. RIP Bob #BobMcGrath,1,1,21,21,-0.5994,neg
#BlueJays,Tech,Starting a campaign for the obvious candidate to replace Pat Tabler  @johngibbons05  #BlueJays,22,33,305,7,0.0,neu
#BlueJays,Tech,Happy 36th Birthday to former Toronto Blue Jays first baseman Justin Smoak!  #BlueJays,8,13,335,3,0.6114,pos
#BlueJays,Tech,I’m just going to leave this here…,44,35,456,3,-0.0516,neg
#BlueJays,Tech,"The #BlueJays are a team to watch in the Bryan Reynolds market. They have interest in him and want to add an athletic switch hitter to their outfield. Based on strong industry interest, Jays would likely need to include Tiedemann or Martínez to have high offer.  @MLBNetwork  @MLB",105,270,"1,016",123,0.8625,pos
#BlueJays,Tech,"As kind a guy as you all think he is.  A tremendous teammate.  Thank YOU, Tabby.",71,92,"2,141",10,0.7334,pos
#BlueJays,Tech,"The #Angels, #RedSox and #BlueJays are among the teams with interest in Kodai Senga, who is among the top available free-agent starters.  @MLBNetwork  @MLB",130,472,"1,622",207,0.5859,pos
#BlueJays,Tech,#Bluejays manager John Schneider says George Springer is working out in Florida and recovering from elbow surgery “if you saw him in the gym yku wouldn’t know anything is wrong with him.”,8,6,97,2,-0.4767,neg
#BlueJays,Tech,#Bluejays GM Ross Atkins on whether the team has been close to acquiring or trading here: “There are a lot of things we could do. We have an understanding of where there are some opportunities.”,8,18,15,14,0.0,neu
#BlueJays,Tech,"#BlueJays GM Ross Atkins sees ways to improve via trade & free agency. Asked whether Jays are close on anything, Atkins said Jays know where they could move to get deals done: ""There are a lot of things that we could do.""",14,9,46,4,0.7351,pos
#BlueJays,Tech,"OFFICIAL: We're excited to announce that we've hired Don Mattingly as our Bench Coach.  Welcome to the #BlueJays, Donnie Baseball! ",415,"1,714",11.3K,520,0.69,pos
#BlueJays,Tech,"#BlueJays new bench coach Don Mattingly. Exhibition Stadium, 1988. (Photo by me)",26,32,822,3,0.0,neu
#BlueJays,Tech,Shulman and Siddall would be a great TV broadcast combination. But let's address the elephant in the room: There is zero diversity in the Blue Jays TV and radio broadcast booths (and not much more in the studio). Sportsnet should take this opportunity to change that.,95,17,244,11,0.7861,pos
#BlueJays,Tech,Don Mattingly is joining the Blue Jays,76,193,"3,025",87,0.0,neu
#BlueJays,Tech,I’m old enough to remember when the Blue Jays’ signing of Cody Bellinger was imminent.,11,3,279,279,0.0,neu
#BlueJays,Tech,"Earlier today, the Yankees traded for SS Bo Bichette from the Toronto Blue Jays in exchange for 2B Gleyber Torres and RHP Domingo German.",188,77,946,27,0.0,neu
#BlueJays,Tech,Source: Blue Jays GM Ross Atkins has overslept and missed his San Diego bound flight and is not yet at the Winter Meetings. He hopes to get their soon but with the current backup at Toronto Pearson Airport it’s unlikely he makes it till early tomorrow. #NextLevel #BlueJays,8,2,119,1,0.0772,pos
#BlueJays,Tech,The Blue Jays make it official hiring Don Mattingly as their new bench coach.  What are your thoughts on his sideburns?    (And are you happy with him as the Jays bench coach?),83,54,830,5,0.6199,pos
#BlueJays,Tech,Gotta love it. A premier player & a premier evaluator #BlueJays,37,52,767,16,0.6369,pos
#BlueJays,Tech,"Source: #BlueJays have made an offer to Kodai Senga. The value is around 5 years, $71m.   #NextLevel",7,5,95,3,0.34,pos
#BlueJays,Tech,If I'm the Toronto Blue Jays I would simply sign Carlos Correa,9,6,135,3,0.0,neu
#BlueJays,Tech,My mom worked as a housekeeper at the SkyDome hotel in the early 90s. She told me that Pat was always kind to her whenever they'd see each other in the hotel. When he found out I was a huge baseball fan he would give things to my mom to give me. #BlueJays,1,5,100,2,0.7906,pos
#BlueJays,Tech,#BlueJays have been a team to monitor as of late for Japanese product Kodai Senga.,6,1,13,13,0.0,neu
#BlueJays,Tech,BREAKING NEWS: Blue Jays GM Ross Atkins has yet to report to the MLB Winter Meetings. Sources tell me he’s been spotted relaxing in his San Diego hotel sauna. #BlueJays,0,0,15,N/A,0.4939,pos
#HarryandMeghanonNetflix,Tech,It's funny that the tabloids and big bullies of Meghan keep going on about how much Meghan and Harry are overshadowing William and Kate's US tour... But they put M&H on their front covers. You could have just focused on William and Kate's tour and not mentioned M&H?,299,900,"6,300",41,0.6542,pos
#HarryandMeghanonNetflix,Tech,Who has a camera in the same room showing her crying at different times?  Is this the crying room?  #HarryandMeghanonNetflix,281,209,"2,001",24,-0.7622,neg
#HarryandMeghanonNetflix,Tech,If being royal is a “dirty game” according to Harry then we is he and his fake wife still using their royal titles?  Because without them Harry would be insignificant and Meghan would still be a B list actress in the US #HarryandMeghanonNetflix,4,179,"1,578",17,-0.6705,neg
#HarryandMeghanonNetflix,Tech,"He’s quite right: “It’s envy…they’re simply better at everything…more empathetic, more accomplished - just look at their careers…” I’m glad someone finally said it.  #HarryandMeghanonNetflix",110,444,"2,160",21,0.8955,pos
#HarryandMeghanonNetflix,Tech,Still can’t understand why you would name your daughter after the Matriarch of this hierarchy you detest. Why not name her after the deceased mother you’re obsessed with or the Black mother you’re exploiting. It’s decidedly odd. #HarryandMeghanonNetflix,81,189,"1,929",11,-0.7346,neg
#HarryandMeghanonNetflix,Tech,"Prince Harry , they leaked and planted stories about me and Meghan , the royal family   but also the royal family .. #HarryandMeghanonNetflix",6,464,"1,199",50,-0.1655,neg
#HarryandMeghanonNetflix,Tech,Spoken from the horse’s mouth. It is a dirty game Harry and its you and your wife that are playing it.Shame on you! #HarryandMeghanonNetflix,62,147,"1,566",9,-0.3382,neg
#HarryandMeghanonNetflix,Tech,"The same people who are taking their precious time to comment and let you know that they will NOT watch #HarryandMeghanonNetflix , are the same that will give you the breakdown at the end of the 6 episodes cos they will watch twice each episode",1,122,"1,025",10,0.5719,pos
#HarryandMeghanonNetflix,Tech,It’s #MeghanMarkle being 41 and still looking like her teenage self for me .  My unproblematic Queen showing those ageing like milk what a good heart does to ones face . #HarryandMeghanonNetflix #MeghanAndHarry,2,162,"1,071",11,0.9022,pos
#HarryandMeghanonNetflix,Tech,The scrambling from the British Media is hilarious. If royal staff aren’t leaking stories then who the hell are all these “royal sources” they quote in every article? #HarryandMeghanonNetflix,51,524,"2,568",20,-0.4404,neg
#HarryandMeghanonNetflix,Tech,Don’t start denying it now #HarryandMeghanonNetflix,14,219,732,10,-0.34,neg
#HarryandMeghanonNetflix,Tech,"If EVER you need an example about not marrying beneath you in terms of capabilities or qualities, watch #HarryandMeghanonNetflix.  It will show you exactly why people - including her own brother - warned Harry she would destroy his life.",16,29,380,2,-0.6808,neg
#HarryandMeghanonNetflix,Tech,The #SussexSquad been in the fight but i don't think anyone understands the game change that happened when  @cbouzy  decided to look at the coordinated smear campaign I appreciate him so much for being a champion of Truth and justice Give him HIS FLOWERS #HarryandMeghanonNetflix,71,396,"1,689",20,0.9246,pos
#HarryandMeghanonNetflix,Tech,"Yes, I am looking forward to watching this #HarryandMeghanonNetflix. I'm glad that they can tell their side of the story. The UK tabloids have already spent enough time telling what they claim is the truth. Let's hear it straight from the sources.",40,125,703,4,0.836,pos
#HarryandMeghanonNetflix,Tech,They were asked to put their plans in writing and they said we don’t want to do that because it’ll get leaked. They did it and it was immediately leaked to the Sun Newspaper.   #HarryandMeghanonNetflix,5,424,"1,164",38,-0.5106,neg
#HarryandMeghanonNetflix,Tech,I’d take a bullet for The Duke of Sussex ( unconditionally ) if asked to do so. I’ve respected & admired him as a fraternal brother since his military service and of course founding of  @WeAreInvictus  I’ll say no more.  Veterans are often looked through. #HarryandMeghanonNetflix,72,292,"1,351",14,0.6369,pos
#HarryandMeghanonNetflix,Tech,"It is only in UK where Prince Andrew who was accused of sexual assaults is treated better than Meghan cos her only crime is,she is a Biracial woman whom the prince fell in love with!  #RacistBritishMedia  #HarryandMeghanonNetflix",23,80,419,N/A,-0.3382,neg
